,Country/Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
0,Afghanistan,2020-01-22,0,0.0,0.0,0.0,0,0,0
1,Albania,2020-01-22,0,0.0,0.0,0.0,0,0,0
2,Algeria,2020-01-22,0,0.0,0.0,0.0,0,0,0
3,Andorra,2020-01-22,0,0.0,0.0,0.0,0,0,0
4,Angola,2020-01-22,0,0.0,0.0,0.0,0,0,0
5,Antigua and Barbuda,2020-01-22,0,0.0,0.0,0.0,0,0,0
6,Argentina,2020-01-22,0,0.0,0.0,0.0,0,0,0
7,Armenia,2020-01-22,0,0.0,0.0,0.0,0,0,0
8,Australia,2020-01-22,0,0.0,0.0,0.0,0,0,0
9,Austria,2020-01-22,0,0.0,0.0,0.0,0,0,0
10,Azerbaijan,2020-01-22,0,0.0,0.0,0.0,0,0,0
11,Bahamas,2020-01-22,0,0.0,0.0,0.0,0,0,0
12,Bahrain,2020-01-22,0,0.0,0.0,0.0,0,0,0
13,Bangladesh,2020-01-22,0,0.0,0.0,0.0,0,0,0
14,Barbados,2020-01-22,0,0.0,0.0,0.0,0,0,0
15,Belarus,2020-01-22,0,0.0,0.0,0.0,0,0,0
16,Belgium,2020-01-22,0,0.0,0.0,0.0,0,0,0
17,Belize,2020-01-22,0,0.0,0.0,0.0,0,0,0
18,Benin,2020-01-22,0,0.0,0.0,0.0,0,0,0
19,Bhutan,2020-01-22,0,0.0,0.0,0.0,0,0,0
20,Bolivia,2020-01-22,0,0.0,0.0,0.0,0,0,0
21,Bosnia and Herzegovina,2020-01-22,0,0.0,0.0,0.0,0,0,0
22,Botswana,2020-01-22,0,0.0,0.0,0.0,0,0,0
23,Brazil,2020-01-22,0,0.0,0.0,0.0,0,0,0
24,Brunei,2020-01-22,0,0.0,0.0,0.0,0,0,0
25,Bulgaria,2020-01-22,0,0.0,0.0,0.0,0,0,0
26,Burkina Faso,2020-01-22,0,0.0,0.0,0.0,0,0,0
27,Burma,2020-01-22,0,0.0,0.0,0.0,0,0,0
28,Burundi,2020-01-22,0,0.0,0.0,0.0,0,0,0
29,Cabo Verde,2020-01-22,0,0.0,0.0,0.0,0,0,0
30,Cambodia,2020-01-22,0,0.0,0.0,0.0,0,0,0
31,Cameroon,2020-01-22,0,0.0,0.0,0.0,0,0,0
32,Canada,2020-01-22,0,0.0,0.0,0.0,0,0,0
33,Central African Republic,2020-01-22,0,0.0,0.0,0.0,0,0,0
34,Chad,2020-01-22,0,0.0,0.0,0.0,0,0,0
35,Chile,2020-01-22,0,0.0,0.0,0.0,0,0,0
36,China,2020-01-22,548,17.0,28.0,503.0,0,0,0
37,Colombia,2020-01-22,0,0.0,0.0,0.0,0,0,0
38,Comoros,2020-01-22,0,0.0,0.0,0.0,0,0,0
39,Congo (Brazzaville),2020-01-22,0,0.0,0.0,0.0,0,0,0
40,Congo (Kinshasa),2020-01-22,0,0.0,0.0,0.0,0,0,0
41,Costa Rica,2020-01-22,0,0.0,0.0,0.0,0,0,0
42,Cote d'Ivoire,2020-01-22,0,0.0,0.0,0.0,0,0,0
43,Croatia,2020-01-22,0,0.0,0.0,0.0,0,0,0
44,Cuba,2020-01-22,0,0.0,0.0,0.0,0,0,0
45,Cyprus,2020-01-22,0,0.0,0.0,0.0,0,0,0
46,Czechia,2020-01-22,0,0.0,0.0,0.0,0,0,0
47,Denmark,2020-01-22,0,0.0,0.0,0.0,0,0,0
48,Djibouti,2020-01-22,0,0.0,0.0,0.0,0,0,0
49,Dominica,2020-01-22,0,0.0,0.0,0.0,0,0,0
50,Dominican Republic,2020-01-22,0,0.0,0.0,0.0,0,0,0
51,Ecuador,2020-01-22,0,0.0,0.0,0.0,0,0,0
52,Egypt,2020-01-22,0,0.0,0.0,0.0,0,0,0
53,El Salvador,2020-01-22,0,0.0,0.0,0.0,0,0,0
54,Equatorial Guinea,2020-01-22,0,0.0,0.0,0.0,0,0,0
55,Eritrea,2020-01-22,0,0.0,0.0,0.0,0,0,0
56,Estonia,2020-01-22,0,0.0,0.0,0.0,0,0,0
57,Eswatini,2020-01-22,0,0.0,0.0,0.0,0,0,0
58,Ethiopia,2020-01-22,0,0.0,0.0,0.0,0,0,0
59,Fiji,2020-01-22,0,0.0,0.0,0.0,0,0,0
60,Finland,2020-01-22,0,0.0,0.0,0.0,0,0,0
61,France,2020-01-22,0,0.0,0.0,0.0,0,0,0
62,Gabon,2020-01-22,0,0.0,0.0,0.0,0,0,0
63,Gambia,2020-01-22,0,0.0,0.0,0.0,0,0,0
64,Georgia,2020-01-22,0,0.0,0.0,0.0,0,0,0
65,Germany,2020-01-22,0,0.0,0.0,0.0,0,0,0
66,Ghana,2020-01-22,0,0.0,0.0,0.0,0,0,0
67,Greece,2020-01-22,0,0.0,0.0,0.0,0,0,0
68,Grenada,2020-01-22,0,0.0,0.0,0.0,0,0,0
69,Guatemala,2020-01-22,0,0.0,0.0,0.0,0,0,0
70,Guinea,2020-01-22,0,0.0,0.0,0.0,0,0,0
71,Guinea-Bissau,2020-01-22,0,0.0,0.0,0.0,0,0,0
72,Guyana,2020-01-22,0,0.0,0.0,0.0,0,0,0
73,Haiti,2020-01-22,0,0.0,0.0,0.0,0,0,0
74,Holy See,2020-01-22,0,0.0,0.0,0.0,0,0,0
75,Honduras,2020-01-22,0,0.0,0.0,0.0,0,0,0
76,Hungary,2020-01-22,0,0.0,0.0,0.0,0,0,0
77,Iceland,2020-01-22,0,0.0,0.0,0.0,0,0,0
78,India,2020-01-22,0,0.0,0.0,0.0,0,0,0
79,Indonesia,2020-01-22,0,0.0,0.0,0.0,0,0,0
80,Iran,2020-01-22,0,0.0,0.0,0.0,0,0,0
81,Iraq,2020-01-22,0,0.0,0.0,0.0,0,0,0
82,Ireland,2020-01-22,0,0.0,0.0,0.0,0,0,0
83,Israel,2020-01-22,0,0.0,0.0,0.0,0,0,0
84,Italy,2020-01-22,0,0.0,0.0,0.0,0,0,0
85,Jamaica,2020-01-22,0,0.0,0.0,0.0,0,0,0
86,Japan,2020-01-22,2,0.0,0.0,2.0,0,0,0
87,Jordan,2020-01-22,0,0.0,0.0,0.0,0,0,0
88,Kazakhstan,2020-01-22,0,0.0,0.0,0.0,0,0,0
89,Kenya,2020-01-22,0,0.0,0.0,0.0,0,0,0
90,"Korea, South",2020-01-22,1,0.0,0.0,1.0,0,0,0
91,Kosovo,2020-01-22,0,0.0,0.0,0.0,0,0,0
92,Kuwait,2020-01-22,0,0.0,0.0,0.0,0,0,0
93,Kyrgyzstan,2020-01-22,0,0.0,0.0,0.0,0,0,0
94,Laos,2020-01-22,0,0.0,0.0,0.0,0,0,0
95,Latvia,2020-01-22,0,0.0,0.0,0.0,0,0,0
96,Lebanon,2020-01-22,0,0.0,0.0,0.0,0,0,0
97,Lesotho,2020-01-22,0,0.0,0.0,0.0,0,0,0
98,Liberia,2020-01-22,0,0.0,0.0,0.0,0,0,0
99,Libya,2020-01-22,0,0.0,0.0,0.0,0,0,0
100,Liechtenstein,2020-01-22,0,0.0,0.0,0.0,0,0,0
101,Lithuania,2020-01-22,0,0.0,0.0,0.0,0,0,0
102,Luxembourg,2020-01-22,0,0.0,0.0,0.0,0,0,0
103,Madagascar,2020-01-22,0,0.0,0.0,0.0,0,0,0
104,Malawi,2020-01-22,0,0.0,0.0,0.0,0,0,0
105,Malaysia,2020-01-22,0,0.0,0.0,0.0,0,0,0
106,Maldives,2020-01-22,0,0.0,0.0,0.0,0,0,0
107,Mali,2020-01-22,0,0.0,0.0,0.0,0,0,0
108,Malta,2020-01-22,0,0.0,0.0,0.0,0,0,0
109,Mauritania,2020-01-22,0,0.0,0.0,0.0,0,0,0
110,Mauritius,2020-01-22,0,0.0,0.0,0.0,0,0,0
111,Mexico,2020-01-22,0,0.0,0.0,0.0,0,0,0
112,Moldova,2020-01-22,0,0.0,0.0,0.0,0,0,0
113,Monaco,2020-01-22,0,0.0,0.0,0.0,0,0,0
114,Mongolia,2020-01-22,0,0.0,0.0,0.0,0,0,0
115,Montenegro,2020-01-22,0,0.0,0.0,0.0,0,0,0
116,Morocco,2020-01-22,0,0.0,0.0,0.0,0,0,0
117,Mozambique,2020-01-22,0,0.0,0.0,0.0,0,0,0
118,Namibia,2020-01-22,0,0.0,0.0,0.0,0,0,0
119,Nepal,2020-01-22,0,0.0,0.0,0.0,0,0,0
120,Netherlands,2020-01-22,0,0.0,0.0,0.0,0,0,0
121,New Zealand,2020-01-22,0,0.0,0.0,0.0,0,0,0
122,Nicaragua,2020-01-22,0,0.0,0.0,0.0,0,0,0
123,Niger,2020-01-22,0,0.0,0.0,0.0,0,0,0
124,Nigeria,2020-01-22,0,0.0,0.0,0.0,0,0,0
125,North Macedonia,2020-01-22,0,0.0,0.0,0.0,0,0,0
126,Norway,2020-01-22,0,0.0,0.0,0.0,0,0,0
127,Oman,2020-01-22,0,0.0,0.0,0.0,0,0,0
128,Pakistan,2020-01-22,0,0.0,0.0,0.0,0,0,0
129,Panama,2020-01-22,0,0.0,0.0,0.0,0,0,0
130,Papua New Guinea,2020-01-22,0,0.0,0.0,0.0,0,0,0
131,Paraguay,2020-01-22,0,0.0,0.0,0.0,0,0,0
132,Peru,2020-01-22,0,0.0,0.0,0.0,0,0,0
133,Philippines,2020-01-22,0,0.0,0.0,0.0,0,0,0
134,Poland,2020-01-22,0,0.0,0.0,0.0,0,0,0
135,Portugal,2020-01-22,0,0.0,0.0,0.0,0,0,0
136,Qatar,2020-01-22,0,0.0,0.0,0.0,0,0,0
137,Romania,2020-01-22,0,0.0,0.0,0.0,0,0,0
138,Russia,2020-01-22,0,0.0,0.0,0.0,0,0,0
139,Rwanda,2020-01-22,0,0.0,0.0,0.0,0,0,0
140,Saint Kitts and Nevis,2020-01-22,0,0.0,0.0,0.0,0,0,0
141,Saint Lucia,2020-01-22,0,0.0,0.0,0.0,0,0,0
142,Saint Vincent and the Grenadines,2020-01-22,0,0.0,0.0,0.0,0,0,0
143,San Marino,2020-01-22,0,0.0,0.0,0.0,0,0,0
144,Sao Tome and Principe,2020-01-22,0,0.0,0.0,0.0,0,0,0
145,Saudi Arabia,2020-01-22,0,0.0,0.0,0.0,0,0,0
146,Senegal,2020-01-22,0,0.0,0.0,0.0,0,0,0
147,Serbia,2020-01-22,0,0.0,0.0,0.0,0,0,0
148,Seychelles,2020-01-22,0,0.0,0.0,0.0,0,0,0
149,Sierra Leone,2020-01-22,0,0.0,0.0,0.0,0,0,0
150,Singapore,2020-01-22,0,0.0,0.0,0.0,0,0,0
151,Slovakia,2020-01-22,0,0.0,0.0,0.0,0,0,0
152,Slovenia,2020-01-22,0,0.0,0.0,0.0,0,0,0
153,Solomon Islands,2020-01-22,0,0.0,0.0,0.0,0,0,0
154,Somalia,2020-01-22,0,0.0,0.0,0.0,0,0,0
155,South Africa,2020-01-22,0,0.0,0.0,0.0,0,0,0
156,South Sudan,2020-01-22,0,0.0,0.0,0.0,0,0,0
157,Spain,2020-01-22,0,0.0,0.0,0.0,0,0,0
158,Sri Lanka,2020-01-22,0,0.0,0.0,0.0,0,0,0
159,Sudan,2020-01-22,0,0.0,0.0,0.0,0,0,0
160,Suriname,2020-01-22,0,0.0,0.0,0.0,0,0,0
161,Sweden,2020-01-22,0,0.0,0.0,0.0,0,0,0
162,Switzerland,2020-01-22,0,0.0,0.0,0.0,0,0,0
163,Syria,2020-01-22,0,0.0,0.0,0.0,0,0,0
164,Taiwan*,2020-01-22,1,0.0,0.0,1.0,0,0,0
165,Tajikistan,2020-01-22,0,0.0,0.0,0.0,0,0,0
166,Tanzania,2020-01-22,0,0.0,0.0,0.0,0,0,0
167,Thailand,2020-01-22,2,0.0,0.0,2.0,0,0,0
168,Timor-Leste,2020-01-22,0,0.0,0.0,0.0,0,0,0
169,Togo,2020-01-22,0,0.0,0.0,0.0,0,0,0
170,Trinidad and Tobago,2020-01-22,0,0.0,0.0,0.0,0,0,0
171,Tunisia,2020-01-22,0,0.0,0.0,0.0,0,0,0
172,Turkey,2020-01-22,0,0.0,0.0,0.0,0,0,0
173,US,2020-01-22,1,0.0,0.0,1.0,0,0,0
174,Uganda,2020-01-22,0,0.0,0.0,0.0,0,0,0
175,Ukraine,2020-01-22,0,0.0,0.0,0.0,0,0,0
176,United Arab Emirates,2020-01-22,0,0.0,0.0,0.0,0,0,0
177,United Kingdom,2020-01-22,0,0.0,0.0,0.0,0,0,0
178,Uruguay,2020-01-22,0,0.0,0.0,0.0,0,0,0
179,Uzbekistan,2020-01-22,0,0.0,0.0,0.0,0,0,0
180,Venezuela,2020-01-22,0,0.0,0.0,0.0,0,0,0
181,Vietnam,2020-01-22,0,0.0,0.0,0.0,0,0,0
182,West Bank and Gaza,2020-01-22,0,0.0,0.0,0.0,0,0,0
183,Western Sahara,2020-01-22,0,0.0,0.0,0.0,0,0,0
184,Yemen,2020-01-22,0,0.0,0.0,0.0,0,0,0
185,Zambia,2020-01-22,0,0.0,0.0,0.0,0,0,0
186,Zimbabwe,2020-01-22,0,0.0,0.0,0.0,0,0,0
187,Afghanistan,2020-01-23,0,0.0,0.0,0.0,0,0,0
188,Albania,2020-01-23,0,0.0,0.0,0.0,0,0,0
189,Algeria,2020-01-23,0,0.0,0.0,0.0,0,0,0
190,Andorra,2020-01-23,0,0.0,0.0,0.0,0,0,0
191,Angola,2020-01-23,0,0.0,0.0,0.0,0,0,0
192,Antigua and Barbuda,2020-01-23,0,0.0,0.0,0.0,0,0,0
193,Argentina,2020-01-23,0,0.0,0.0,0.0,0,0,0
194,Armenia,2020-01-23,0,0.0,0.0,0.0,0,0,0
195,Australia,2020-01-23,0,0.0,0.0,0.0,0,0,0
196,Austria,2020-01-23,0,0.0,0.0,0.0,0,0,0
197,Azerbaijan,2020-01-23,0,0.0,0.0,0.0,0,0,0
198,Bahamas,2020-01-23,0,0.0,0.0,0.0,0,0,0
199,Bahrain,2020-01-23,0,0.0,0.0,0.0,0,0,0
200,Bangladesh,2020-01-23,0,0.0,0.0,0.0,0,0,0
201,Barbados,2020-01-23,0,0.0,0.0,0.0,0,0,0
202,Belarus,2020-01-23,0,0.0,0.0,0.0,0,0,0
203,Belgium,2020-01-23,0,0.0,0.0,0.0,0,0,0
204,Belize,2020-01-23,0,0.0,0.0,0.0,0,0,0
205,Benin,2020-01-23,0,0.0,0.0,0.0,0,0,0
206,Bhutan,2020-01-23,0,0.0,0.0,0.0,0,0,0
207,Bolivia,2020-01-23,0,0.0,0.0,0.0,0,0,0
208,Bosnia and Herzegovina,2020-01-23,0,0.0,0.0,0.0,0,0,0
209,Botswana,2020-01-23,0,0.0,0.0,0.0,0,0,0
210,Brazil,2020-01-23,0,0.0,0.0,0.0,0,0,0
211,Brunei,2020-01-23,0,0.0,0.0,0.0,0,0,0
212,Bulgaria,2020-01-23,0,0.0,0.0,0.0,0,0,0
213,Burkina Faso,2020-01-23,0,0.0,0.0,0.0,0,0,0
214,Burma,2020-01-23,0,0.0,0.0,0.0,0,0,0
215,Burundi,2020-01-23,0,0.0,0.0,0.0,0,0,0
216,Cabo Verde,2020-01-23,0,0.0,0.0,0.0,0,0,0
217,Cambodia,2020-01-23,0,0.0,0.0,0.0,0,0,0
218,Cameroon,2020-01-23,0,0.0,0.0,0.0,0,0,0
219,Canada,2020-01-23,0,0.0,0.0,0.0,0,0,0
220,Central African Republic,2020-01-23,0,0.0,0.0,0.0,0,0,0
221,Chad,2020-01-23,0,0.0,0.0,0.0,0,0,0
222,Chile,2020-01-23,0,0.0,0.0,0.0,0,0,0
223,China,2020-01-23,643,18.0,30.0,595.0,95,1,2
224,Colombia,2020-01-23,0,0.0,0.0,0.0,0,0,0
225,Comoros,2020-01-23,0,0.0,0.0,0.0,0,0,0
226,Congo (Brazzaville),2020-01-23,0,0.0,0.0,0.0,0,0,0
227,Congo (Kinshasa),2020-01-23,0,0.0,0.0,0.0,0,0,0
228,Costa Rica,2020-01-23,0,0.0,0.0,0.0,0,0,0
229,Cote d'Ivoire,2020-01-23,0,0.0,0.0,0.0,0,0,0
230,Croatia,2020-01-23,0,0.0,0.0,0.0,0,0,0
231,Cuba,2020-01-23,0,0.0,0.0,0.0,0,0,0
232,Cyprus,2020-01-23,0,0.0,0.0,0.0,0,0,0
233,Czechia,2020-01-23,0,0.0,0.0,0.0,0,0,0
234,Denmark,2020-01-23,0,0.0,0.0,0.0,0,0,0
235,Djibouti,2020-01-23,0,0.0,0.0,0.0,0,0,0
236,Dominica,2020-01-23,0,0.0,0.0,0.0,0,0,0
237,Dominican Republic,2020-01-23,0,0.0,0.0,0.0,0,0,0
238,Ecuador,2020-01-23,0,0.0,0.0,0.0,0,0,0
239,Egypt,2020-01-23,0,0.0,0.0,0.0,0,0,0
240,El Salvador,2020-01-23,0,0.0,0.0,0.0,0,0,0
241,Equatorial Guinea,2020-01-23,0,0.0,0.0,0.0,0,0,0
242,Eritrea,2020-01-23,0,0.0,0.0,0.0,0,0,0
243,Estonia,2020-01-23,0,0.0,0.0,0.0,0,0,0
244,Eswatini,2020-01-23,0,0.0,0.0,0.0,0,0,0
245,Ethiopia,2020-01-23,0,0.0,0.0,0.0,0,0,0
246,Fiji,2020-01-23,0,0.0,0.0,0.0,0,0,0
247,Finland,2020-01-23,0,0.0,0.0,0.0,0,0,0
248,France,2020-01-23,0,0.0,0.0,0.0,0,0,0
249,Gabon,2020-01-23,0,0.0,0.0,0.0,0,0,0
250,Gambia,2020-01-23,0,0.0,0.0,0.0,0,0,0
251,Georgia,2020-01-23,0,0.0,0.0,0.0,0,0,0
252,Germany,2020-01-23,0,0.0,0.0,0.0,0,0,0
253,Ghana,2020-01-23,0,0.0,0.0,0.0,0,0,0
254,Greece,2020-01-23,0,0.0,0.0,0.0,0,0,0
255,Grenada,2020-01-23,0,0.0,0.0,0.0,0,0,0
256,Guatemala,2020-01-23,0,0.0,0.0,0.0,0,0,0
257,Guinea,2020-01-23,0,0.0,0.0,0.0,0,0,0
258,Guinea-Bissau,2020-01-23,0,0.0,0.0,0.0,0,0,0
259,Guyana,2020-01-23,0,0.0,0.0,0.0,0,0,0
260,Haiti,2020-01-23,0,0.0,0.0,0.0,0,0,0
261,Holy See,2020-01-23,0,0.0,0.0,0.0,0,0,0
262,Honduras,2020-01-23,0,0.0,0.0,0.0,0,0,0
263,Hungary,2020-01-23,0,0.0,0.0,0.0,0,0,0
264,Iceland,2020-01-23,0,0.0,0.0,0.0,0,0,0
265,India,2020-01-23,0,0.0,0.0,0.0,0,0,0
266,Indonesia,2020-01-23,0,0.0,0.0,0.0,0,0,0
267,Iran,2020-01-23,0,0.0,0.0,0.0,0,0,0
268,Iraq,2020-01-23,0,0.0,0.0,0.0,0,0,0
269,Ireland,2020-01-23,0,0.0,0.0,0.0,0,0,0
270,Israel,2020-01-23,0,0.0,0.0,0.0,0,0,0
271,Italy,2020-01-23,0,0.0,0.0,0.0,0,0,0
272,Jamaica,2020-01-23,0,0.0,0.0,0.0,0,0,0
273,Japan,2020-01-23,2,0.0,0.0,2.0,0,0,0
274,Jordan,2020-01-23,0,0.0,0.0,0.0,0,0,0
275,Kazakhstan,2020-01-23,0,0.0,0.0,0.0,0,0,0
276,Kenya,2020-01-23,0,0.0,0.0,0.0,0,0,0
277,"Korea, South",2020-01-23,1,0.0,0.0,1.0,0,0,0
278,Kosovo,2020-01-23,0,0.0,0.0,0.0,0,0,0
279,Kuwait,2020-01-23,0,0.0,0.0,0.0,0,0,0
280,Kyrgyzstan,2020-01-23,0,0.0,0.0,0.0,0,0,0
281,Laos,2020-01-23,0,0.0,0.0,0.0,0,0,0
282,Latvia,2020-01-23,0,0.0,0.0,0.0,0,0,0
283,Lebanon,2020-01-23,0,0.0,0.0,0.0,0,0,0
284,Lesotho,2020-01-23,0,0.0,0.0,0.0,0,0,0
285,Liberia,2020-01-23,0,0.0,0.0,0.0,0,0,0
286,Libya,2020-01-23,0,0.0,0.0,0.0,0,0,0
287,Liechtenstein,2020-01-23,0,0.0,0.0,0.0,0,0,0
288,Lithuania,2020-01-23,0,0.0,0.0,0.0,0,0,0
289,Luxembourg,2020-01-23,0,0.0,0.0,0.0,0,0,0
290,Madagascar,2020-01-23,0,0.0,0.0,0.0,0,0,0
291,Malawi,2020-01-23,0,0.0,0.0,0.0,0,0,0
292,Malaysia,2020-01-23,0,0.0,0.0,0.0,0,0,0
293,Maldives,2020-01-23,0,0.0,0.0,0.0,0,0,0
294,Mali,2020-01-23,0,0.0,0.0,0.0,0,0,0
295,Malta,2020-01-23,0,0.0,0.0,0.0,0,0,0
296,Mauritania,2020-01-23,0,0.0,0.0,0.0,0,0,0
297,Mauritius,2020-01-23,0,0.0,0.0,0.0,0,0,0
298,Mexico,2020-01-23,0,0.0,0.0,0.0,0,0,0
299,Moldova,2020-01-23,0,0.0,0.0,0.0,0,0,0
300,Monaco,2020-01-23,0,0.0,0.0,0.0,0,0,0
301,Mongolia,2020-01-23,0,0.0,0.0,0.0,0,0,0
302,Montenegro,2020-01-23,0,0.0,0.0,0.0,0,0,0
303,Morocco,2020-01-23,0,0.0,0.0,0.0,0,0,0
304,Mozambique,2020-01-23,0,0.0,0.0,0.0,0,0,0
305,Namibia,2020-01-23,0,0.0,0.0,0.0,0,0,0
306,Nepal,2020-01-23,0,0.0,0.0,0.0,0,0,0
307,Netherlands,2020-01-23,0,0.0,0.0,0.0,0,0,0
308,New Zealand,2020-01-23,0,0.0,0.0,0.0,0,0,0
309,Nicaragua,2020-01-23,0,0.0,0.0,0.0,0,0,0
310,Niger,2020-01-23,0,0.0,0.0,0.0,0,0,0
311,Nigeria,2020-01-23,0,0.0,0.0,0.0,0,0,0
312,North Macedonia,2020-01-23,0,0.0,0.0,0.0,0,0,0
313,Norway,2020-01-23,0,0.0,0.0,0.0,0,0,0
314,Oman,2020-01-23,0,0.0,0.0,0.0,0,0,0
315,Pakistan,2020-01-23,0,0.0,0.0,0.0,0,0,0
316,Panama,2020-01-23,0,0.0,0.0,0.0,0,0,0
317,Papua New Guinea,2020-01-23,0,0.0,0.0,0.0,0,0,0
318,Paraguay,2020-01-23,0,0.0,0.0,0.0,0,0,0
319,Peru,2020-01-23,0,0.0,0.0,0.0,0,0,0
320,Philippines,2020-01-23,0,0.0,0.0,0.0,0,0,0
321,Poland,2020-01-23,0,0.0,0.0,0.0,0,0,0
322,Portugal,2020-01-23,0,0.0,0.0,0.0,0,0,0
323,Qatar,2020-01-23,0,0.0,0.0,0.0,0,0,0
324,Romania,2020-01-23,0,0.0,0.0,0.0,0,0,0
325,Russia,2020-01-23,0,0.0,0.0,0.0,0,0,0
326,Rwanda,2020-01-23,0,0.0,0.0,0.0,0,0,0
327,Saint Kitts and Nevis,2020-01-23,0,0.0,0.0,0.0,0,0,0
328,Saint Lucia,2020-01-23,0,0.0,0.0,0.0,0,0,0
329,Saint Vincent and the Grenadines,2020-01-23,0,0.0,0.0,0.0,0,0,0
330,San Marino,2020-01-23,0,0.0,0.0,0.0,0,0,0
331,Sao Tome and Principe,2020-01-23,0,0.0,0.0,0.0,0,0,0
332,Saudi Arabia,2020-01-23,0,0.0,0.0,0.0,0,0,0
333,Senegal,2020-01-23,0,0.0,0.0,0.0,0,0,0
334,Serbia,2020-01-23,0,0.0,0.0,0.0,0,0,0
335,Seychelles,2020-01-23,0,0.0,0.0,0.0,0,0,0
336,Sierra Leone,2020-01-23,0,0.0,0.0,0.0,0,0,0
337,Singapore,2020-01-23,1,0.0,0.0,1.0,1,0,0
338,Slovakia,2020-01-23,0,0.0,0.0,0.0,0,0,0
339,Slovenia,2020-01-23,0,0.0,0.0,0.0,0,0,0
340,Solomon Islands,2020-01-23,0,0.0,0.0,0.0,0,0,0
341,Somalia,2020-01-23,0,0.0,0.0,0.0,0,0,0
342,South Africa,2020-01-23,0,0.0,0.0,0.0,0,0,0
343,South Sudan,2020-01-23,0,0.0,0.0,0.0,0,0,0
344,Spain,2020-01-23,0,0.0,0.0,0.0,0,0,0
345,Sri Lanka,2020-01-23,0,0.0,0.0,0.0,0,0,0
346,Sudan,2020-01-23,0,0.0,0.0,0.0,0,0,0
347,Suriname,2020-01-23,0,0.0,0.0,0.0,0,0,0
348,Sweden,2020-01-23,0,0.0,0.0,0.0,0,0,0
349,Switzerland,2020-01-23,0,0.0,0.0,0.0,0,0,0
350,Syria,2020-01-23,0,0.0,0.0,0.0,0,0,0
351,Taiwan*,2020-01-23,1,0.0,0.0,1.0,0,0,0
352,Tajikistan,2020-01-23,0,0.0,0.0,0.0,0,0,0
353,Tanzania,2020-01-23,0,0.0,0.0,0.0,0,0,0
354,Thailand,2020-01-23,3,0.0,0.0,3.0,1,0,0
355,Timor-Leste,2020-01-23,0,0.0,0.0,0.0,0,0,0
356,Togo,2020-01-23,0,0.0,0.0,0.0,0,0,0
357,Trinidad and Tobago,2020-01-23,0,0.0,0.0,0.0,0,0,0
358,Tunisia,2020-01-23,0,0.0,0.0,0.0,0,0,0
359,Turkey,2020-01-23,0,0.0,0.0,0.0,0,0,0
360,US,2020-01-23,1,0.0,0.0,1.0,0,0,0
361,Uganda,2020-01-23,0,0.0,0.0,0.0,0,0,0
362,Ukraine,2020-01-23,0,0.0,0.0,0.0,0,0,0
363,United Arab Emirates,2020-01-23,0,0.0,0.0,0.0,0,0,0
364,United Kingdom,2020-01-23,0,0.0,0.0,0.0,0,0,0
365,Uruguay,2020-01-23,0,0.0,0.0,0.0,0,0,0
366,Uzbekistan,2020-01-23,0,0.0,0.0,0.0,0,0,0
367,Venezuela,2020-01-23,0,0.0,0.0,0.0,0,0,0
368,Vietnam,2020-01-23,2,0.0,0.0,2.0,2,0,0
369,West Bank and Gaza,2020-01-23,0,0.0,0.0,0.0,0,0,0
370,Western Sahara,2020-01-23,0,0.0,0.0,0.0,0,0,0
371,Yemen,2020-01-23,0,0.0,0.0,0.0,0,0,0
372,Zambia,2020-01-23,0,0.0,0.0,0.0,0,0,0
373,Zimbabwe,2020-01-23,0,0.0,0.0,0.0,0,0,0
374,Afghanistan,2020-01-24,0,0.0,0.0,0.0,0,0,0
375,Albania,2020-01-24,0,0.0,0.0,0.0,0,0,0
376,Algeria,2020-01-24,0,0.0,0.0,0.0,0,0,0
377,Andorra,2020-01-24,0,0.0,0.0,0.0,0,0,0
378,Angola,2020-01-24,0,0.0,0.0,0.0,0,0,0
379,Antigua and Barbuda,2020-01-24,0,0.0,0.0,0.0,0,0,0
380,Argentina,2020-01-24,0,0.0,0.0,0.0,0,0,0
381,Armenia,2020-01-24,0,0.0,0.0,0.0,0,0,0
382,Australia,2020-01-24,0,0.0,0.0,0.0,0,0,0
383,Austria,2020-01-24,0,0.0,0.0,0.0,0,0,0
384,Azerbaijan,2020-01-24,0,0.0,0.0,0.0,0,0,0
385,Bahamas,2020-01-24,0,0.0,0.0,0.0,0,0,0
386,Bahrain,2020-01-24,0,0.0,0.0,0.0,0,0,0
387,Bangladesh,2020-01-24,0,0.0,0.0,0.0,0,0,0
388,Barbados,2020-01-24,0,0.0,0.0,0.0,0,0,0
389,Belarus,2020-01-24,0,0.0,0.0,0.0,0,0,0
390,Belgium,2020-01-24,0,0.0,0.0,0.0,0,0,0
391,Belize,2020-01-24,0,0.0,0.0,0.0,0,0,0
392,Benin,2020-01-24,0,0.0,0.0,0.0,0,0,0
393,Bhutan,2020-01-24,0,0.0,0.0,0.0,0,0,0
394,Bolivia,2020-01-24,0,0.0,0.0,0.0,0,0,0
395,Bosnia and Herzegovina,2020-01-24,0,0.0,0.0,0.0,0,0,0
396,Botswana,2020-01-24,0,0.0,0.0,0.0,0,0,0
397,Brazil,2020-01-24,0,0.0,0.0,0.0,0,0,0
398,Brunei,2020-01-24,0,0.0,0.0,0.0,0,0,0
399,Bulgaria,2020-01-24,0,0.0,0.0,0.0,0,0,0
